snr_db,modulation,time_index,mean_normalized_amplitude,std_normalized_amplitude
-4,QAM16,0,1.0096583366394043,0.5005122423171997
-4,QAM16,1,1.0247547626495361,0.5112109184265137
-4,QAM16,2,1.0168100595474243,0.5309358239173889
-4,QAM16,3,0.992394208908081,0.5103775858879089
-4,QAM16,4,1.015872836112976,0.517643928527832
-4,QAM16,5,1.000069260597229,0.5274292230606079
-4,QAM16,6,0.9942050576210022,0.5139822363853455
-4,QAM16,7,1.0285587310791016,0.5289580225944519
-4,QAM16,8,1.011334776878357,0.49830958247184753
-4,QAM16,9,0.9904987812042236,0.5016496777534485
-4,QAM16,10,1.0115538835525513,0.49774032831192017
-4,QAM16,11,0.9944270849227905,0.48964768648147583
-4,QAM16,12,0.9942806959152222,0.5036675930023193
-4,QAM16,13,1.025293231010437,0.4899819493293762
-4,QAM16,14,0.9833000302314758,0.4885687828063965
-4,QAM16,15,1.0051640272140503,0.5071015357971191
-4,QAM16,16,0.9972512125968933,0.5151668190956116
-4,QAM16,17,1.0204036235809326,0.5191301703453064
-4,QAM16,18,0.9987085461616516,0.5189031362533569
-4,QAM16,19,1.0183682441711426,0.5132330656051636
-4,QAM16,20,0.9778684377670288,0.49548766016960144
-4,QAM16,21,0.9837055206298828,0.5022603869438171
-4,QAM16,22,0.9774098992347717,0.5176542401313782
-4,QAM16,23,1.0165644884109497,0.5319055914878845
-4,QAM16,24,1.006502389907837,0.5075667500495911
-4,QAM16,25,0.9911614656448364,0.5126411318778992
-4,QAM16,26,0.9598544239997864,0.5155604481697083
-4,QAM16,27,1.0079436302185059,0.5289583206176758
-4,QAM16,28,1.0024242401123047,0.5117417573928833
-4,QAM16,29,1.0016095638275146,0.5205785036087036
-4,QAM16,30,0.9888561367988586,0.5145988464355469
-4,QAM16,31,0.9940348267555237,0.5155816078186035
-4,QAM16,32,1.018609642982483,0.5027855634689331
-4,QAM16,33,1.0188226699829102,0.5111854076385498
-4,QAM16,34,1.0014370679855347,0.5117339491844177
-4,QAM16,35,0.9994354844093323,0.5086477994918823
-4,QAM16,36,0.9949674010276794,0.5125204920768738
-4,QAM16,37,1.0031743049621582,0.5121966004371643
-4,QAM16,38,0.9784985780715942,0.5020876526832581
-4,QAM16,39,0.9688961505889893,0.49638012051582336
-4,QAM16,40,1.0078717470169067,0.5107353329658508
-4,QAM16,41,1.0116028785705566,0.5202299356460571
-4,QAM16,42,0.9935118556022644,0.5110670924186707
-4,QAM16,43,1.0155093669891357,0.5356349349021912
-4,QAM16,44,1.003835916519165,0.5022753477096558
-4,QAM16,45,1.0148274898529053,0.5001873970031738
-4,QAM16,46,0.9874024391174316,0.5233309864997864
-4,QAM16,47,1.0153822898864746,0.5176160335540771
-4,QAM16,48,1.0051701068878174,0.49466177821159363
-4,QAM16,49,0.9968491792678833,0.5243198871612549
-4,QAM16,50,1.0153577327728271,0.5331732630729675
-4,QAM16,51,0.983718752861023,0.5051546096801758
-4,QAM16,52,0.9861694574356079,0.516799807548523
-4,QAM16,53,1.0279343128204346,0.5211969017982483
-4,QAM16,54,0.9987918734550476,0.5107330083847046
-4,QAM16,55,0.980255126953125,0.5263004899024963
-4,QAM16,56,0.99465411901474,0.5256367325782776
-4,QAM16,57,0.9725361466407776,0.4847725033760071
-4,QAM16,58,1.0109485387802124,0.5183430910110474
-4,QAM16,59,1.0225046873092651,0.5040498375892639
-4,QAM16,60,1.0020123720169067,0.503217875957489
-4,QAM16,61,1.0092761516571045,0.513127863407135
-4,QAM16,62,0.9792171716690063,0.48863932490348816
-4,QAM16,63,0.9900259971618652,0.5113664269447327
-4,QAM16,64,1.0217036008834839,0.5246657133102417
-4,QAM16,65,1.010671854019165,0.5145938992500305
-4,QAM16,66,1.01808762550354,0.5284951329231262
-4,QAM16,67,0.9938523173332214,0.50843346118927
-4,QAM16,68,1.012796401977539,0.5041006803512573
-4,QAM16,69,1.011922836303711,0.5061452984809875
-4,QAM16,70,0.9859968423843384,0.5114134550094604
-4,QAM16,71,0.9876497983932495,0.5094825029373169
-4,QAM16,72,0.9872646331787109,0.5117074251174927
-4,QAM16,73,1.0018142461776733,0.5072507858276367
-4,QAM16,74,1.0133774280548096,0.5089864730834961
-4,QAM16,75,1.0104011297225952,0.4927692413330078
-4,QAM16,76,0.9672563672065735,0.5147016644477844
-4,QAM16,77,0.9996462464332581,0.5205447673797607
-4,QAM16,78,1.0045098066329956,0.4994291365146637
-4,QAM16,79,0.9980358481407166,0.5130261778831482
-4,QAM16,80,0.9886479377746582,0.5248873233795166
-4,QAM16,81,1.0292940139770508,0.5107402801513672
-4,QAM16,82,0.9916952252388,0.4878159165382385
-4,QAM16,83,0.9871372580528259,0.5028889179229736
-4,QAM16,84,0.9801057577133179,0.5035431385040283
-4,QAM16,85,1.0007421970367432,0.506394624710083
-4,QAM16,86,1.007211685180664,0.5185177326202393
-4,QAM16,87,0.9875845313072205,0.5131704807281494
-4,QAM16,88,1.0095173120498657,0.5092982649803162
-4,QAM16,89,1.0233925580978394,0.5187543034553528
-4,QAM16,90,1.01249098777771,0.494266539812088
-4,QAM16,91,0.9921863079071045,0.5167236924171448
-4,QAM16,92,1.0223641395568848,0.5229203701019287
-4,QAM16,93,1.005408763885498,0.5177242755889893
-4,QAM16,94,0.9967641234397888,0.5184625387191772
-4,QAM16,95,0.9958379864692688,0.5083492398262024
-4,QAM16,96,1.0337982177734375,0.5085358023643494
-4,QAM16,97,1.0073388814926147,0.5139850378036499
-4,QAM16,98,1.0116965770721436,0.5023350715637207
-4,QAM16,99,0.9945307970046997,0.5199934840202332
-4,QAM16,100,0.9774996042251587,0.519478976726532
-4,QAM16,101,1.0034375190734863,0.49638643860816956
-4,QAM16,102,0.9894295334815979,0.519870400428772
-4,QAM16,103,0.9801709055900574,0.49941080808639526
-4,QAM16,104,1.017716884613037,0.5013579726219177
-4,QAM16,105,1.0019503831863403,0.5195630788803101
-4,QAM16,106,1.0102440118789673,0.5150325894355774
-4,QAM16,107,1.0077683925628662,0.514538049697876
-4,QAM16,108,0.9817070960998535,0.49911683797836304
-4,QAM16,109,1.0054409503936768,0.5198124647140503
-4,QAM16,110,0.9965192675590515,0.5096890926361084
-4,QAM16,111,0.9981723427772522,0.5188047289848328
-4,QAM16,112,0.9895466566085815,0.5080798268318176
-4,QAM16,113,0.9787667989730835,0.5137102603912354
-4,QAM16,114,1.0166198015213013,0.5059672594070435
-4,QAM16,115,1.0213804244995117,0.5051630735397339
-4,QAM16,116,0.978119432926178,0.5084395408630371
-4,QAM16,117,0.9790291786193848,0.5134614109992981
-4,QAM16,118,1.030792474746704,0.512968897819519
-4,QAM16,119,0.9914553761482239,0.5054100155830383
-4,QAM16,120,0.9764550924301147,0.5141437649726868
-4,QAM16,121,0.9985095262527466,0.497213751077652
-4,QAM16,122,0.9828815460205078,0.4928557276725769
-4,QAM16,123,1.0004091262817383,0.5120805501937866
-4,QAM16,124,0.968285083770752,0.4958935081958771
-4,QAM16,125,0.9956808090209961,0.5230140089988708
-4,QAM16,126,0.9826115369796753,0.5002787113189697
-4,QAM16,127,0.9866143465042114,0.5002518892288208
-4,QAM64,0,0.9959865212440491,0.5070832967758179
-4,QAM64,1,1.009522795677185,0.5172077417373657
-4,QAM64,2,1.0122175216674805,0.5190330147743225
-4,QAM64,3,0.9911772608757019,0.5116142630577087
-4,QAM64,4,0.9987650513648987,0.5169405937194824
-4,QAM64,5,0.9862123131752014,0.5119762420654297
-4,QAM64,6,0.9992603063583374,0.5280115008354187
-4,QAM64,7,1.0032516717910767,0.5166563391685486
-4,QAM64,8,0.9891029000282288,0.5015408992767334
-4,QAM64,9,0.9795288443565369,0.5167399644851685
-4,QAM64,10,1.0113812685012817,0.5184123516082764
-4,QAM64,11,0.9960700869560242,0.5387108325958252
-4,QAM64,12,0.975032389163971,0.49319934844970703
-4,QAM64,13,0.9889937043190002,0.48890742659568787
-4,QAM64,14,0.964333713054657,0.48543184995651245
-4,QAM64,15,1.0050030946731567,0.5169755816459656
-4,QAM64,16,1.0104541778564453,0.5053710341453552
-4,QAM64,17,0.9972191452980042,0.5270900130271912
-4,QAM64,18,0.9942660331726074,0.4727810323238373
-4,QAM64,19,0.9940485954284668,0.480728417634964
-4,QAM64,20,1.006717562675476,0.5065795183181763
-4,QAM64,21,1.0283466577529907,0.5080482959747314
-4,QAM64,22,1.0052655935287476,0.511329174041748
-4,QAM64,23,0.9987192153930664,0.5116177201271057
-4,QAM64,24,1.0306285619735718,0.49031785130500793
-4,QAM64,25,1.025693416595459,0.5185490250587463
-4,QAM64,26,1.0046051740646362,0.5228355526924133
-4,QAM64,27,1.0016448497772217,0.4848006069660187
-4,QAM64,28,0.9698500633239746,0.5163114070892334
-4,QAM64,29,1.024790644645691,0.489897221326828
-4,QAM64,30,1.0043389797210693,0.5302345752716064
-4,QAM64,31,1.0221829414367676,0.521752655506134
-4,QAM64,32,1.0021952390670776,0.5237484574317932
-4,QAM64,33,1.0078765153884888,0.5154691338539124
-4,QAM64,34,1.018876075744629,0.5054380893707275
-4,QAM64,35,1.0111054182052612,0.5206500291824341
-4,QAM64,36,0.9999838471412659,0.5232675075531006
-4,QAM64,37,1.0078517198562622,0.5116792917251587
-4,QAM64,38,1.0084328651428223,0.5037627220153809
-4,QAM64,39,1.0178110599517822,0.5133289098739624
-4,QAM64,40,0.9892210960388184,0.5089665055274963
-4,QAM64,41,0.9797168970108032,0.5102838277816772
-4,QAM64,42,1.016822338104248,0.5347026586532593
-4,QAM64,43,0.9974209666252136,0.5311384797096252
-4,QAM64,44,0.9821856021881104,0.5112285017967224
-4,QAM64,45,1.0010117292404175,0.5096322298049927
-4,QAM64,46,0.9896296262741089,0.5191431045532227
-4,QAM64,47,0.9885962009429932,0.5101050138473511
-4,QAM64,48,0.9854163527488708,0.5070992112159729
-4,QAM64,49,1.018934726715088,0.5099425315856934
-4,QAM64,50,0.994943380355835,0.5215587019920349
-4,QAM64,51,0.9876563549041748,0.5076988339424133
-4,QAM64,52,1.0052177906036377,0.5058497786521912
-4,QAM64,53,0.9833601713180542,0.5006507635116577
-4,QAM64,54,0.9787575602531433,0.5150961875915527
-4,QAM64,55,0.9618316888809204,0.5032007098197937
-4,QAM64,56,0.997848391532898,0.5004858374595642
-4,QAM64,57,1.0109541416168213,0.5097809433937073
-4,QAM64,58,0.9778579473495483,0.49225786328315735
-4,QAM64,59,0.9816320538520813,0.5098787546157837
-4,QAM64,60,1.0547856092453003,0.5300790667533875
-4,QAM64,61,1.0028990507125854,0.5253223776817322
-4,QAM64,62,1.0128066539764404,0.5026400685310364
-4,QAM64,63,0.9630290269851685,0.49871301651000977
-4,QAM64,64,1.009946584701538,0.5117051601409912
-4,QAM64,65,0.9820188283920288,0.5008833408355713
-4,QAM64,66,1.0091066360473633,0.5239033699035645
-4,QAM64,67,0.9959511160850525,0.4942077100276947
-4,QAM64,68,0.9934964179992676,0.49870535731315613
-4,QAM64,69,0.9904788136482239,0.5216820240020752
-4,QAM64,70,0.9794665575027466,0.5189087986946106
-4,QAM64,71,0.96690434217453,0.5176467895507812
