threshold,crossing_count,total_time_samples,crossing_fraction,snr_db,modulation,feature,direction
-3.1415634155273438,128000,128000,1.0,-4,QAM16,raw_phase,>=
-2.82740832567215,121600,128000,0.95,-4,QAM16,raw_phase,>=
-2.5132532358169555,115288,128000,0.9006875,-4,QAM16,raw_phase,>=
-2.1990981459617616,109004,128000,0.85159375,-4,QAM16,raw_phase,>=
-1.8849430561065674,102699,128000,0.8023359375,-4,QAM16,raw_phase,>=
-1.5707879662513733,96179,128000,0.7513984375,-4,QAM16,raw_phase,>=
-1.2566328763961794,89768,128000,0.7013125,-4,QAM16,raw_phase,>=
-0.942477786540985,83257,128000,0.6504453125,-4,QAM16,raw_phase,>=
-0.6283226966857911,76973,128000,0.6013515625,-4,QAM16,raw_phase,>=
-0.3141676068305972,70714,128000,0.552453125,-4,QAM16,raw_phase,>=
-1.2516975402832031e-05,64394,128000,0.503078125,-4,QAM16,raw_phase,>=
0.3141425728797911,58190,128000,0.454609375,-4,QAM16,raw_phase,>=
0.628297662734985,51849,128000,0.4050703125,-4,QAM16,raw_phase,>=
0.9424527525901789,45396,128000,0.35465625,-4,QAM16,raw_phase,>=
1.2566078424453737,38851,128000,0.3035234375,-4,QAM16,raw_phase,>=
1.5707629323005676,32378,128000,0.252953125,-4,QAM16,raw_phase,>=
1.8849180221557615,25907,128000,0.2023984375,-4,QAM16,raw_phase,>=
2.1990731120109555,19582,128000,0.152984375,-4,QAM16,raw_phase,>=
2.5132282018661494,13060,128000,0.10203125,-4,QAM16,raw_phase,>=
2.827383291721344,6422,128000,0.050171875,-4,QAM16,raw_phase,>=
-3.1415634155273438,128000,128000,1.0,-4,QAM64,raw_phase,>=
-2.82740832567215,121717,128000,0.9509140625,-4,QAM64,raw_phase,>=
-2.5132532358169555,115454,128000,0.901984375,-4,QAM64,raw_phase,>=
-2.1990981459617616,109189,128000,0.8530390625,-4,QAM64,raw_phase,>=
-1.8849430561065674,102876,128000,0.80371875,-4,QAM64,raw_phase,>=
-1.5707879662513733,96592,128000,0.754625,-4,QAM64,raw_phase,>=
-1.2566328763961794,90209,128000,0.7047578125,-4,QAM64,raw_phase,>=
-0.942477786540985,83790,128000,0.654609375,-4,QAM64,raw_phase,>=
-0.6283226966857911,77503,128000,0.6054921875,-4,QAM64,raw_phase,>=
-0.3141676068305972,71093,128000,0.5554140625,-4,QAM64,raw_phase,>=
-1.2516975402832031e-05,64889,128000,0.5069453125,-4,QAM64,raw_phase,>=
0.3141425728797911,58393,128000,0.4561953125,-4,QAM64,raw_phase,>=
0.628297662734985,52058,128000,0.406703125,-4,QAM64,raw_phase,>=
0.9424527525901789,45729,128000,0.3572578125,-4,QAM64,raw_phase,>=
1.2566078424453737,39150,128000,0.305859375,-4,QAM64,raw_phase,>=
1.5707629323005676,32665,128000,0.2551953125,-4,QAM64,raw_phase,>=
1.8849180221557615,26279,128000,0.2053046875,-4,QAM64,raw_phase,>=
2.1990731120109555,19745,128000,0.1542578125,-4,QAM64,raw_phase,>=
2.5132282018661494,13160,128000,0.1028125,-4,QAM64,raw_phase,>=
2.827383291721344,6605,128000,0.0516015625,-4,QAM64,raw_phase,>=
-3.1415719985961914,128000,128000,1.0,-2,QAM16,raw_phase,>=
-2.8274192333221437,121630,128000,0.950234375,-2,QAM16,raw_phase,>=
-2.5132664680480956,115070,128000,0.898984375,-2,QAM16,raw_phase,>=
-2.199113702774048,108602,128000,0.848453125,-2,QAM16,raw_phase,>=
-1.8849609375,102182,128000,0.798296875,-2,QAM16,raw_phase,>=
-1.5708081722259521,95908,128000,0.74928125,-2,QAM16,raw_phase,>=
-1.2566554069519045,89606,128000,0.700046875,-2,QAM16,raw_phase,>=
-0.9425026416778564,83144,128000,0.6495625,-2,QAM16,raw_phase,>=
-0.6283498764038087,76839,128000,0.6003046875,-2,QAM16,raw_phase,>=
-0.314197111129761,70577,128000,0.5513828125,-2,QAM16,raw_phase,>=
-4.4345855712890625e-05,64444,128000,0.50346875,-2,QAM16,raw_phase,>=
0.3141084194183348,58289,128000,0.4553828125,-2,QAM16,raw_phase,>=
0.6282611846923825,51983,128000,0.4061171875,-2,QAM16,raw_phase,>=
0.9424139499664301,45407,128000,0.3547421875,-2,QAM16,raw_phase,>=
