snr_db,modulation,bin_id,bin_left,bin_right,bin_center,count
-4,QAM16,1,9.303194929088932e-06,0.001554669503138939,0.000781986349034014,3822
-4,QAM16,2,0.001554669503138939,0.003100035811348789,0.002327352657243864,10566
-4,QAM16,3,0.003100035811348789,0.004645402119558639,0.003872718965453714,16025
-4,QAM16,4,0.004645402119558639,0.006190768427768489,0.005418085273663564,18620
-4,QAM16,5,0.006190768427768489,0.0077361347359783394,0.006963451581873415,18945
-4,QAM16,6,0.0077361347359783394,0.009281501044188189,0.008508817890083264,17428
-4,QAM16,7,0.009281501044188189,0.01082686735239804,0.010054184198293115,14526
-4,QAM16,8,0.01082686735239804,0.01237223366060789,0.011599550506502965,10752
-4,QAM16,9,0.01237223366060789,0.013917599968817739,0.013144916814712814,7384
-4,QAM16,10,0.013917599968817739,0.01546296627702759,0.014690283122922664,4661
-4,QAM16,11,0.01546296627702759,0.01700833258523744,0.016235649431132516,2630
-4,QAM16,12,0.01700833258523744,0.01855369889344729,0.017781015739342362,1423
-4,QAM16,13,0.01855369889344729,0.020099065201657138,0.019326382047552215,713
-4,QAM16,14,0.020099065201657138,0.02164443150986699,0.020871748355762065,299
-4,QAM16,15,0.02164443150986699,0.02318979781807684,0.022417114663971914,136
-4,QAM16,16,0.02318979781807684,0.02473516412628669,0.023962480972181767,43
-4,QAM16,17,0.02473516412628669,0.02628053043449654,0.025507847280391613,16
-4,QAM16,18,0.02628053043449654,0.02782589674270639,0.027053213588601466,8
-4,QAM16,19,0.02782589674270639,0.02937126305091624,0.028598579896811315,2
-4,QAM16,20,0.02937126305091624,0.03091662935912609,0.030143946205021165,1
-4,QAM64,1,9.303194929088932e-06,0.001554669503138939,0.000781986349034014,3784
-4,QAM64,2,0.001554669503138939,0.003100035811348789,0.002327352657243864,10598
-4,QAM64,3,0.003100035811348789,0.004645402119558639,0.003872718965453714,15969
-4,QAM64,4,0.004645402119558639,0.006190768427768489,0.005418085273663564,18804
-4,QAM64,5,0.006190768427768489,0.0077361347359783394,0.006963451581873415,19056
-4,QAM64,6,0.0077361347359783394,0.009281501044188189,0.008508817890083264,17392
-4,QAM64,7,0.009281501044188189,0.01082686735239804,0.010054184198293115,14165
-4,QAM64,8,0.01082686735239804,0.01237223366060789,0.011599550506502965,10833
-4,QAM64,9,0.01237223366060789,0.013917599968817739,0.013144916814712814,7329
-4,QAM64,10,0.013917599968817739,0.01546296627702759,0.014690283122922664,4731
-4,QAM64,11,0.01546296627702759,0.01700833258523744,0.016235649431132516,2678
-4,QAM64,12,0.01700833258523744,0.01855369889344729,0.017781015739342362,1439
-4,QAM64,13,0.01855369889344729,0.020099065201657138,0.019326382047552215,696
-4,QAM64,14,0.020099065201657138,0.02164443150986699,0.020871748355762065,299
-4,QAM64,15,0.02164443150986699,0.02318979781807684,0.022417114663971914,153
-4,QAM64,16,0.02318979781807684,0.02473516412628669,0.023962480972181767,40
-4,QAM64,17,0.02473516412628669,0.02628053043449654,0.025507847280391613,22
-4,QAM64,18,0.02628053043449654,0.02782589674270639,0.027053213588601466,6
-4,QAM64,19,0.02782589674270639,0.02937126305091624,0.028598579896811315,3
-4,QAM64,20,0.02937126305091624,0.03091662935912609,0.030143946205021165,3
-2,QAM16,1,1.0681346793717239e-05,0.0014237873799629597,0.0007172343633783385,2886
-2,QAM16,2,0.0014237873799629597,0.002836893413132202,0.002130340396547581,8414
-2,QAM16,3,0.002836893413132202,0.0042499994463014446,0.0035434464297168233,13040
-2,QAM16,4,0.0042499994463014446,0.005663105479470687,0.004956552462886066,16392
-2,QAM16,5,0.005663105479470687,0.007076211512639929,0.006369658496055308,17701
-2,QAM16,6,0.007076211512639929,0.008489317545809172,0.007782764529224551,17625
-2,QAM16,7,0.008489317545809172,0.009902423578978414,0.009195870562393793,15903
-2,QAM16,8,0.009902423578978414,0.011315529612147657,0.010608976595563036,12623
-2,QAM16,9,0.011315529612147657,0.0127286356453169,0.012022082628732278,9373
-2,QAM16,10,0.0127286356453169,0.014141741678486142,0.01343518866190152,6143
-2,QAM16,11,0.014141741678486142,0.015554847711655384,0.014848294695070763,3916
-2,QAM16,12,0.015554847711655384,0.016967953744824626,0.016261400728240005,2089
-2,QAM16,13,0.016967953744824626,0.01838105977799387,0.017674506761409248,1102
-2,QAM16,14,0.01838105977799387,0.01979416581116311,0.01908761279457849,462
-2,QAM16,15,0.01979416581116311,0.021207271844332354,0.020500718827747733,214
-2,QAM16,16,0.021207271844332354,0.022620377877501596,0.021913824860916975,85
-2,QAM16,17,0.022620377877501596,0.02403348391067084,0.023326930894086217,19
-2,QAM16,18,0.02403348391067084,0.02544658994384008,0.02474003692725546,8
-2,QAM16,19,0.02544658994384008,0.026859695977009324,0.026153142960424702,3
-2,QAM16,20,0.026859695977009324,0.028272802010178566,0.027566248993593945,2
-2,QAM64,1,1.0681346793717239e-05,0.0014237873799629597,0.0007172343633783385,2987
-2,QAM64,2,0.0014237873799629597,0.002836893413132202,0.002130340396547581,8497
-2,QAM64,3,0.002836893413132202,0.0042499994463014446,0.0035434464297168233,13219
-2,QAM64,4,0.0042499994463014446,0.005663105479470687,0.004956552462886066,16139
-2,QAM64,5,0.005663105479470687,0.007076211512639929,0.006369658496055308,17736
-2,QAM64,6,0.007076211512639929,0.008489317545809172,0.007782764529224551,17451
-2,QAM64,7,0.008489317545809172,0.009902423578978414,0.009195870562393793,15815
-2,QAM64,8,0.009902423578978414,0.011315529612147657,0.010608976595563036,12680
-2,QAM64,9,0.011315529612147657,0.0127286356453169,0.012022082628732278,9262
-2,QAM64,10,0.0127286356453169,0.014141741678486142,0.01343518866190152,6163
-2,QAM64,11,0.014141741678486142,0.015554847711655384,0.014848294695070763,3934
-2,QAM64,12,0.015554847711655384,0.016967953744824626,0.016261400728240005,2138
-2,QAM64,13,0.016967953744824626,0.01838105977799387,0.017674506761409248,1120
-2,QAM64,14,0.01838105977799387,0.01979416581116311,0.01908761279457849,504
-2,QAM64,15,0.01979416581116311,0.021207271844332354,0.020500718827747733,216
-2,QAM64,16,0.021207271844332354,0.022620377877501596,0.021913824860916975,95
-2,QAM64,17,0.022620377877501596,0.02403348391067084,0.023326930894086217,27
-2,QAM64,18,0.02403348391067084,0.02544658994384008,0.02474003692725546,11
-2,QAM64,19,0.02544658994384008,0.026859695977009324,0.026153142960424702,6
-2,QAM64,20,0.026859695977009324,0.028272802010178566,0.027566248993593945,0
0,QAM16,1,8.001773039723048e-07,0.001309447758501392,0.0006551239679026821,2153
0,QAM16,2,0.001309447758501392,0.0026180953396988116,0.0019637715491001018,6362
0,QAM16,3,0.0026180953396988116,0.003926742920896231,0.0032724191302975214,10381
0,QAM16,4,0.003926742920896231,0.005235390502093651,0.004581066711494941,13600
0,QAM16,5,0.005235390502093651,0.0065440380832910705,0.005889714292692361,16221
0,QAM16,6,0.0065440380832910705,0.00785268566448849,0.00719836187388978,17605
0,QAM16,7,0.00785268566448849,0.00916133324568591,0.0085070094550872,17154
0,QAM16,8,0.00916133324568591,0.01046998082688333,0.00981565703628462,15217
0,QAM16,9,0.01046998082688333,0.011778628408080749,0.01112430461748204,11653
0,QAM16,10,0.011778628408080749,0.013087275989278169,0.012432952198679459,7944
0,QAM16,11,0.013087275989278169,0.014395923570475588,0.013741599779876879,5010
0,QAM16,12,0.014395923570475588,0.015704571151673008,0.015050247361074298,2615
0,QAM16,13,0.015704571151673008,0.017013218732870428,0.016358894942271718,1247
0,QAM16,14,0.017013218732870428,0.018321866314067847,0.017667542523469137,511
0,QAM16,15,0.018321866314067847,0.019630513895265267,0.018976190104666557,205
0,QAM16,16,0.019630513895265267,0.020939161476462687,0.020284837685863977,93
0,QAM16,17,0.020939161476462687,0.022247809057660106,0.021593485267061396,23
0,QAM16,18,0.022247809057660106,0.023556456638857526,0.022902132848258816,5
0,QAM16,19,0.023556456638857526,0.024865104220054945,0.024210780429456236,1
0,QAM16,20,0.024865104220054945,0.026173751801252365,0.025519428010653655,0
0,QAM64,1,8.001773039723048e-07,0.001309447758501392,0.0006551239679026821,2307
0,QAM64,2,0.001309447758501392,0.0026180953396988116,0.0019637715491001018,6414
0,QAM64,3,0.0026180953396988116,0.003926742920896231,0.0032724191302975214,10504
0,QAM64,4,0.003926742920896231,0.005235390502093651,0.004581066711494941,14038
0,QAM64,5,0.005235390502093651,0.0065440380832910705,0.005889714292692361,16104
0,QAM64,6,0.0065440380832910705,0.00785268566448849,0.00719836187388978,17559
0,QAM64,7,0.00785268566448849,0.00916133324568591,0.0085070094550872,16658
0,QAM64,8,0.00916133324568591,0.01046998082688333,0.00981565703628462,14754
0,QAM64,9,0.01046998082688333,0.011778628408080749,0.01112430461748204,11419
0,QAM64,10,0.011778628408080749,0.013087275989278169,0.012432952198679459,8145
0,QAM64,11,0.013087275989278169,0.014395923570475588,0.013741599779876879,4851
0,QAM64,12,0.014395923570475588,0.015704571151673008,0.015050247361074298,2792
0,QAM64,13,0.015704571151673008,0.017013218732870428,0.016358894942271718,1403
0,QAM64,14,0.017013218732870428,0.018321866314067847,0.017667542523469137,634
0,QAM64,15,0.018321866314067847,0.019630513895265267,0.018976190104666557,280
0,QAM64,16,0.019630513895265267,0.020939161476462687,0.020284837685863977,94
0,QAM64,17,0.020939161476462687,0.022247809057660106,0.021593485267061396,32
0,QAM64,18,0.022247809057660106,0.023556456638857526,0.022902132848258816,6
0,QAM64,19,0.023556456638857526,0.024865104220054945,0.024210780429456236,4
0,QAM64,20,0.024865104220054945,0.026173751801252365,0.025519428010653655,2
2,QAM16,1,1.59652281581657e-05,0.0017285734475990465,0.0008722693378786061,3607
2,QAM16,2,0.0017285734475990465,0.0034411816670399274,0.0025848775573194867,10143
2,QAM16,3,0.0034411816670399274,0.005153789886480808,0.004297485776760368,16515
2,QAM16,4,0.005153789886480808,0.006866398105921689,0.0060100939962012484,20643
2,QAM16,5,0.006866398105921689,0.00857900632536257,0.00772270221564213,23670
2,QAM16,6,0.00857900632536257,0.01029161454480345,0.00943531043508301,22684
2,QAM16,7,0.01029161454480345,0.012004222764244331,0.01114791865452389,16579
2,QAM16,8,0.012004222764244331,0.013716830983685212,0.012860526873964773,9208
2,QAM16,9,0.013716830983685212,0.015429439203126094,0.014573135093405652,3517
2,QAM16,10,0.015429439203126094,0.017142047422566975,0.016285743312846535,1065
2,QAM16,11,0.017142047422566975,0.018854655642007855,0.017998351532287415,258
2,QAM16,12,0.018854655642007855,0.020567263861448734,0.019710959751728294,70
2,QAM16,13,0.020567263861448734,0.022279872080889617,0.021423567971169177,26
2,QAM16,14,0.022279872080889617,0.023992480300330497,0.023136176190610057,5
2,QAM16,15,0.023992480300330497,0.02570508851977138,0.024848784410050936,0
2,QAM16,16,0.02570508851977138,0.02741769673921226,0.02656139262949182,5
2,QAM16,17,0.02741769673921226,0.02913030495865314,0.0282740008489327,3
2,QAM16,18,0.02913030495865314,0.030842913178094022,0.029986609068373582,1
2,QAM16,19,0.030842913178094022,0.032555521397534905,0.03169921728781446,0
2,QAM16,20,0.032555521397534905,0.034268129616975784,0.03341182550725534,1
2,QAM64,1,1.59652281581657e-05,0.0017285734475990465,0.0008722693378786061,3632
2,QAM64,2,0.0017285734475990465,0.0034411816670399274,0.0025848775573194867,10246
2,QAM64,3,0.0034411816670399274,0.005153789886480808,0.004297485776760368,16565
2,QAM64,4,0.005153789886480808,0.006866398105921689,0.0060100939962012484,21149
2,QAM64,5,0.006866398105921689,0.00857900632536257,0.00772270221564213,23832
2,QAM64,6,0.00857900632536257,0.01029161454480345,0.00943531043508301,21792
2,QAM64,7,0.01029161454480345,0.012004222764244331,0.01114791865452389,15963
2,QAM64,8,0.012004222764244331,0.013716830983685212,0.012860526873964773,9091
2,QAM64,9,0.013716830983685212,0.015429439203126094,0.014573135093405652,4016
2,QAM64,10,0.015429439203126094,0.017142047422566975,0.016285743312846535,1224
2,QAM64,11,0.017142047422566975,0.018854655642007855,0.017998351532287415,347
2,QAM64,12,0.018854655642007855,0.020567263861448734,0.019710959751728294,101
2,QAM64,13,0.020567263861448734,0.022279872080889617,0.021423567971169177,29
2,QAM64,14,0.022279872080889617,0.023992480300330497,0.023136176190610057,4
2,QAM64,15,0.023992480300330497,0.02570508851977138,0.024848784410050936,3
2,QAM64,16,0.02570508851977138,0.02741769673921226,0.02656139262949182,4
2,QAM64,17,0.02741769673921226,0.02913030495865314,0.0282740008489327,2
2,QAM64,18,0.02913030495865314,0.030842913178094022,0.029986609068373582,0
2,QAM64,19,0.030842913178094022,0.032555521397534905,0.03169921728781446,0
2,QAM64,20,0.032555521397534905,0.034268129616975784,0.03341182550725534,0
